[2025-01-27 18:42:58.483] [INFO]     [Main] Application starting...
[2025-01-27 18:43:22.184] [TRACE]    [Decoder] decode...
[2025-01-27 18:43:22.184] [TRACE]    [Decoder] BGS gedrueckt
[2025-01-27 18:43:22.186] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 18:43:22.502] [TRACE]    [Decoder] decode...
[2025-01-27 18:43:22.503] [TRACE]    [Decoder] BGS losgelassen
[2025-01-27 18:43:22.504] [TRACE]    [Decoder] BGS_SHORT erkannt
[2025-01-27 18:43:22.505] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 18:43:22.506] [TRACE]    [FSMController] received PULSE_BGS_SHORT...0
[2025-01-27 18:43:22.802] [TRACE]    [Decoder] decode...
[2025-01-27 18:43:22.802] [TRACE]    [Decoder] BGR gedrueckt
[2025-01-27 18:43:22.804] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 18:43:22.973] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL1_OFF
[2025-01-27 18:43:22.973] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL2_OFF
[2025-01-27 18:43:22.975] [TRACE]    [FSMController] Sending pulse: PULSE_LG1_BLINKING
[2025-01-27 18:43:22.975] [TRACE]    [ActuatorController] 0: Festo 1 BUTTON START LED OFF
[2025-01-27 18:43:22.977] [TRACE]    [FSMController] Sending pulse: PULSE_LG2_BLINKING
[2025-01-27 18:43:22.977] [TRACE]    [ActuatorController] 0: Festo 1 LED Green blinking(1000Hz)...
[2025-01-27 18:43:22.980] [TRACE]    [FSMController] received PULSE_BGS_LONG...1
[2025-01-27 18:43:23.113] [TRACE]    [Decoder] decode...
[2025-01-27 18:43:23.113] [TRACE]    [Decoder] BGR losgelassen
[2025-01-27 18:43:23.115] [TRACE]    [Decoder] BGR_SHORT erkannt
[2025-01-27 18:43:23.116] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 18:43:23.116] [TRACE]    [FSMController] received PULSE_BGR_SHORT...0
[2025-01-27 18:43:30.311] [TRACE]    [Decoder] decode...
[2025-01-27 18:43:30.312] [TRACE]    [Decoder] LBR erkannt
[2025-01-27 18:43:30.312] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 18:43:30.314] [TRACE]    [FSMController] received PULSE_LBR_OPEN...0
[2025-01-27 18:43:32.255] [TRACE]    [Decoder] decode...
[2025-01-27 18:43:32.255] [TRACE]    [Decoder] LBF erkannt
[2025-01-27 18:43:32.257] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 18:43:32.257] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_SLOW
[2025-01-27 18:43:32.259] [TRACE]    [FSMController] received PULSE_LBF_INTERRUPTED LBF_1...0
[2025-01-27 18:43:32.259] [TRACE]    [ActuatorController] [Festo1] Motor slow
[2025-01-27 18:43:33.037] [TRACE]    [Decoder] decode...
[2025-01-27 18:43:33.037] [TRACE]    [Decoder] LBF erkannt
[2025-01-27 18:43:33.039] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 18:43:33.039] [TRACE]    [PositionTracker.onTimingLBF1toHS1] [FST1] Starting Timer
[2025-01-27 18:43:33.041] [TRACE]    [FSMController] received PULSE_LBF_OPEN...0
[2025-01-27 18:43:39.411] [TRACE]    [PositionTracker.onTimingLBF1toHS1] [FST1] Ending Timer: 6373
[2025-01-27 18:43:40.610] [TRACE]    [PositionTracker.onTimingHS1toLBM1] [FST1] Starting Timer
[2025-01-27 18:43:40.610] [DEBUG]    [FSMController] received Digit1...59
[2025-01-27 18:43:40.612] [DEBUG]    [FSMController] received AverageHeight...0
[2025-01-27 18:43:40.612] [TRACE]    [FSMController] received PULSE_HS1_SAMPLING_DONE...
[2025-01-27 18:43:43.790] [TRACE]    [Decoder] decode...
[2025-01-27 18:43:43.791] [TRACE]    [Decoder] LBM erkannt
[2025-01-27 18:43:43.791] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 18:43:43.793] [TRACE]    [PositionTracker.onTimingHS1toLBM1] [FST1] Ending Timer: 3181
[2025-01-27 18:43:43.794] [TRACE]    [FSMController] received PULSE_LBM_INTERRUPTED...0
[2025-01-27 18:43:45.328] [TRACE]    [Decoder] decode...
[2025-01-27 18:43:45.329] [TRACE]    [Decoder] LBM erkannt
[2025-01-27 18:43:45.330] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 18:43:45.331] [TRACE]    [PositionTracker.onTimingMS1toLBE1] [FST1] Starting Timer
[2025-01-27 18:43:45.332] [TRACE]    [FSMController] received PULSE_LBM_OPEN...0
[2025-01-27 18:43:50.948] [TRACE]    [Decoder] decode...
[2025-01-27 18:43:50.948] [TRACE]    [Decoder] LBE erkannt
[2025-01-27 18:43:50.950] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 18:43:50.951] [TRACE]    [PositionTracker.onMotorSlow] [FST2] Motor Slow
[2025-01-27 18:43:50.952] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR2_SLOW
[2025-01-27 18:43:50.954] [WARNING]  [PositionTracker.onSortingModuleResting] [FST1]
[2025-01-27 18:43:50.955] [TRACE]    [FSMController] Sending pulse: PULSE_SM1_RESTING
[2025-01-27 18:43:50.956] [TRACE]    [PositionTracker.onTimingMS1toLBE1] [FST1] Ending Timer: 5626
[2025-01-27 18:43:50.956] [TRACE]    [ActuatorController] 0: Festo 1 SM Resting......
[2025-01-27 18:43:50.958] [TRACE]    [FSMController] received PULSE_LBE_INTERRUPTED...0
[2025-01-27 18:43:52.079] [TRACE]    [Decoder] decode...
[2025-01-27 18:43:52.080] [TRACE]    [Decoder] LBE erkannt
[2025-01-27 18:43:52.081] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 18:43:52.081] [TRACE]    [PositionTracker.onTimingLBE1toLBF2] [FST1&2] Starting Timer
[2025-01-27 18:43:52.083] [TRACE]    [FSMController] received PULSE_LBE_OPEN...0
[2025-01-27 18:43:52.846] [TRACE]    [PositionTracker.onTimingLBE1toLBF2] [FST1&2] Ending Timer: 766
[2025-01-27 18:43:52.846] [TRACE]    [FSMController] received PULSE_LBF_INTERRUPTED LBF_1...1
[2025-01-27 18:43:54.344] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_STOP
[2025-01-27 18:43:54.344] [TRACE]    [PositionTracker.onTimingLBF2toHS2] [FST2] Starting Timer
[2025-01-27 18:43:54.346] [TRACE]    [FSMController] received PULSE_LBF_OPEN...1
[2025-01-27 18:43:54.346] [TRACE]    [ActuatorController] [Festo1] Motor stop
[2025-01-27 18:43:59.016] [TRACE]    [PositionTracker.onTimingLBF2toHS2] [FST2] Ending Timer: 4672
[2025-01-27 18:43:59.917] [TRACE]    [PositionTracker.onTimingHS2toMS2] [FST2] Starting Timer
[2025-01-27 18:43:59.918] [DEBUG]    [FSMController] received Digit2...53
[2025-01-27 18:43:59.919] [DEBUG]    [FSMController] received AverageHeight...0
[2025-01-27 18:43:59.921] [TRACE]    [FSMController] received PULSE_HS2_SAMPLING_DONE...
[2025-01-27 18:44:02.240] [TRACE]    [Timer] New Timer
[2025-01-27 18:44:02.241] [DEBUG]    [Foo] Timer start with 180s, 0ns
[2025-01-27 18:44:02.242] [TRACE]    [Timer] Timer started
	Speed: fast
	Progress: 0%
	Time: 180000ms
	Pulse: 16ms
	PulseValue: 0
[2025-01-27 18:44:02.244] [TRACE]    [FSMController] Sending pulse: PULSE_SM2_ACTIVE
[2025-01-27 18:44:02.246] [TRACE]    [PositionTracker.onTimingHS2toMS2] [FST2] Ending Timer: 2327
[2025-01-27 18:44:02.247] [TRACE]    [FSMController] received PULSE_LBM_INTERRUPTED...1
[2025-01-27 18:44:03.251] [TRACE]    [PositionTracker.onTimingMS2toLBE2] [FST2] Starting Timer
[2025-01-27 18:44:03.251] [TRACE]    [FSMController] received PULSE_LBM_OPEN...1
[2025-01-27 18:44:07.495] [TRACE]    [PositionTracker.onMotorSlow] [FST2] Motor Slow
[2025-01-27 18:44:07.495] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR2_STOP
[2025-01-27 18:44:07.497] [TRACE]    [FSMController] Sending pulse: PULSE_SM2_RESTING
[2025-01-27 18:44:07.499] [TRACE]    [PositionTracker.onTimingMS2toLBE2] [FST2] Ending Timer: 4247
[2025-01-27 18:44:07.501] [WARNING]  [HIER] 
durations.fst1.ingress.distanceValid.Fast:0ms
durations.fst1.ingress.distanceValid.Slow:2999ms
durations.fst1.ingress.expected.Fast:0ms
durations.fst1.ingress.expected.Slow:5998ms
durations.fst1.ingress.expired.Fast:0ms
durations.fst1.ingress.expired.Slow:0ms
durations.fst1.heightSensor.expected.Fast:0ms
durations.fst1.heightSensor.expected.Slow:2806ms
durations.fst1.heightSensor.expired.Fast:0ms
durations.fst1.heightSensor.expired.Slow:0ms
durations.fst1.sorting.distanceValid.Fast:0ms
durations.fst1.sorting.distanceValid.Slow:2625ms
durations.fst1.sorting.expected.Fast:0ms
durations.fst1.sorting.expected.Slow:5251ms
durations.fst1.sorting.expired.Fast:0ms
durations.fst1.sorting.expired.Slow:0ms
durations.fst1.egress.expected.Fast:0ms
durations.fst1.egress.expected.Slow:100ms
durations.fst1.egress.expired.Fast:0ms
durations.fst1.egress.expired.Slow:0ms
durations.fst2.ingress.distanceValid.Fast:0ms
durations.fst2.ingress.distanceValid.Slow:0ms
durations.fst2.ingress.expected.Fast:0ms
durations.fst2.ingress.expected.Slow:4297ms
durations.fst2.ingress.expired.Fast:0ms
durations.fst2.ingress.expired.Slow:0ms
durations.fst2.heightSensor.expected.Fast:0ms
durations.fst2.heightSensor.expected.Slow:1952ms
durations.fst2.heightSensor.expired.Fast:0ms
durations.fst2.heightSensor.expired.Slow:0ms
durations.fst2.sorting.distanceValid.Fast:0ms
durations.fst2.sorting.distanceValid.Slow:1936ms
durations.fst2.sorting.expected.Fast:0ms
durations.fst2.sorting.expected.Slow:3872ms
durations.fst2.sorting.expired.Fast:0ms
durations.fst2.sorting.expired.Slow:0ms
[2025-01-27 18:44:07.508] [TRACE]    [FSMController] received PULSE_LBE_INTERRUPTED...1
[2025-01-27 18:44:11.042] [TRACE]    [FSMController] received PULSE_LBE_OPEN...1
[2025-01-27 18:44:12.994] [TRACE]    [Decoder] decode...
[2025-01-27 18:44:12.994] [TRACE]    [Decoder] LBF erkannt
[2025-01-27 18:44:12.996] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 18:44:12.996] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_FAST
[2025-01-27 18:44:12.997] [TRACE]    [FSMController] received PULSE_LBF_INTERRUPTED LBF_1...0
[2025-01-27 18:44:12.998] [TRACE]    [ActuatorController] [Festo1] Motor fast
[2025-01-27 18:44:13.360] [TRACE]    [Decoder] decode...
[2025-01-27 18:44:13.360] [TRACE]    [Decoder] LBF erkannt
[2025-01-27 18:44:13.362] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 18:44:13.362] [TRACE]    [PositionTracker.onTimingLBF1toHS1] [FST1] Starting Timer
[2025-01-27 18:44:13.364] [TRACE]    [FSMController] received PULSE_LBF_OPEN...0
[2025-01-27 18:44:15.370] [TRACE]    [PositionTracker.onTimingLBF1toHS1] [FST1] Ending Timer: 2009
[2025-01-27 18:44:15.788] [TRACE]    [PositionTracker.onTimingHS1toLBM1] [FST1] Starting Timer
[2025-01-27 18:44:15.788] [DEBUG]    [FSMController] received Digit1...59
[2025-01-27 18:44:15.790] [DEBUG]    [FSMController] received AverageHeight...0
[2025-01-27 18:44:15.790] [TRACE]    [FSMController] received PULSE_HS1_SAMPLING_DONE...
[2025-01-27 18:44:16.781] [TRACE]    [Decoder] decode...
[2025-01-27 18:44:16.781] [TRACE]    [Decoder] LBM erkannt
[2025-01-27 18:44:16.783] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 18:44:16.783] [TRACE]    [PositionTracker.onTimingHS1toLBM1] [FST1] Ending Timer: 994
[2025-01-27 18:44:16.785] [TRACE]    [FSMController] received PULSE_LBM_INTERRUPTED...0
[2025-01-27 18:44:17.269] [TRACE]    [Decoder] decode...
[2025-01-27 18:44:17.269] [TRACE]    [Decoder] LBM erkannt
[2025-01-27 18:44:17.271] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 18:44:17.271] [TRACE]    [PositionTracker.onTimingMS1toLBE1] [FST1] Starting Timer
[2025-01-27 18:44:17.272] [TRACE]    [FSMController] received PULSE_LBM_OPEN...0
[2025-01-27 18:44:19.106] [TRACE]    [Decoder] decode...
[2025-01-27 18:44:19.107] [TRACE]    [Decoder] LBE erkannt
[2025-01-27 18:44:19.109] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 18:44:19.109] [TRACE]    [PositionTracker.onMotorSlow] [FST2] Motor Slow
[2025-01-27 18:44:19.111] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR2_FAST
[2025-01-27 18:44:19.112] [WARNING]  [PositionTracker.onSortingModuleResting] [FST1]
[2025-01-27 18:44:19.113] [TRACE]    [FSMController] Sending pulse: PULSE_SM1_RESTING
[2025-01-27 18:44:19.115] [TRACE]    [PositionTracker.onTimingMS1toLBE1] [FST1] Ending Timer: 1844
[2025-01-27 18:44:19.115] [TRACE]    [ActuatorController] 0: Festo 1 SM Resting......
[2025-01-27 18:44:19.116] [TRACE]    [FSMController] received PULSE_LBE_INTERRUPTED...0
[2025-01-27 18:44:19.467] [TRACE]    [Decoder] decode...
[2025-01-27 18:44:19.468] [TRACE]    [Decoder] LBE erkannt
[2025-01-27 18:44:19.468] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 18:44:19.470] [TRACE]    [PositionTracker.onTimingLBE1toLBF2] [FST1&2] Starting Timer
[2025-01-27 18:44:19.471] [TRACE]    [FSMController] received PULSE_LBE_OPEN...0
[2025-01-27 18:44:19.727] [TRACE]    [PositionTracker.onTimingLBE1toLBF2] [FST1&2] Ending Timer: 259
[2025-01-27 18:44:19.727] [TRACE]    [FSMController] received PULSE_LBF_INTERRUPTED LBF_1...1
[2025-01-27 18:44:20.160] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_STOP
[2025-01-27 18:44:20.160] [TRACE]    [PositionTracker.onTimingLBF2toHS2] [FST2] Starting Timer
[2025-01-27 18:44:20.162] [TRACE]    [FSMController] received PULSE_LBF_OPEN...1
[2025-01-27 18:44:20.162] [TRACE]    [ActuatorController] [Festo1] Motor stop
[2025-01-27 18:44:22.093] [TRACE]    [PositionTracker.onTimingLBF2toHS2] [FST2] Ending Timer: 1933
[2025-01-27 18:44:22.094] [TRACE]    [PositionTracker.onTimingLBF2toHS2] [FST2]: 1558
[2025-01-27 18:44:22.500] [TRACE]    [PositionTracker.onTimingLBF2toHS2] [FST2] Starting Timer
[2025-01-27 18:44:22.501] [DEBUG]    [FSMController] received Digit2...53
[2025-01-27 18:44:22.502] [DEBUG]    [FSMController] received AverageHeight...0
[2025-01-27 18:44:22.503] [TRACE]    [FSMController] received PULSE_HS2_SAMPLING_DONE...
[2025-01-27 18:44:23.437] [TRACE]    [Timer] New Timer
[2025-01-27 18:44:23.438] [DEBUG]    [Foo] Timer start with 180s, 0ns
[2025-01-27 18:44:23.439] [TRACE]    [Timer] Timer started
	Speed: fast
	Progress: 0%
	Time: 180000ms
	Pulse: 16ms
	PulseValue: 0
[2025-01-27 18:44:23.441] [TRACE]    [FSMController] Sending pulse: PULSE_SM2_ACTIVE
[2025-01-27 18:44:23.442] [TRACE]    [PositionTracker.onTimingHS2toMS2] [FST2] Ending Timer: 941
[2025-01-27 18:44:23.443] [TRACE]    [FSMController] received PULSE_LBM_INTERRUPTED...1
[2025-01-27 18:44:23.908] [TRACE]    [PositionTracker.onTimingMS2toLBE2] [FST2] Starting Timer
[2025-01-27 18:44:23.908] [TRACE]    [FSMController] received PULSE_LBM_OPEN...1
[2025-01-27 18:44:25.663] [TRACE]    [PositionTracker.onMotorSlow] [FST2] Motor Slow
[2025-01-27 18:44:25.664] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR2_STOP
[2025-01-27 18:44:25.666] [TRACE]    [FSMController] Sending pulse: PULSE_SM2_RESTING
[2025-01-27 18:44:25.667] [TRACE]    [PositionTracker.onTimingMS2toLBE2] [FST2] Ending Timer: 1758
[2025-01-27 18:44:25.669] [WARNING]  [HIER] 
durations.fst1.ingress.distanceValid.Fast:817ms
durations.fst1.ingress.distanceValid.Slow:2999ms
durations.fst1.ingress.expected.Fast:1634ms
durations.fst1.ingress.expected.Slow:5998ms
durations.fst1.ingress.expired.Fast:0ms
durations.fst1.ingress.expired.Slow:0ms
durations.fst1.heightSensor.expected.Fast:619ms
durations.fst1.heightSensor.expected.Slow:2806ms
durations.fst1.heightSensor.expired.Fast:0ms
durations.fst1.heightSensor.expired.Slow:0ms
durations.fst1.sorting.distanceValid.Fast:734ms
durations.fst1.sorting.distanceValid.Slow:2625ms
durations.fst1.sorting.expected.Fast:1469ms
durations.fst1.sorting.expected.Slow:5251ms
durations.fst1.sorting.expired.Fast:0ms
durations.fst1.sorting.expired.Slow:0ms
durations.fst1.egress.expected.Fast:50ms
durations.fst1.egress.expected.Slow:100ms
durations.fst1.egress.expired.Fast:0ms
durations.fst1.egress.expired.Slow:0ms
durations.fst2.ingress.distanceValid.Fast:0ms
durations.fst2.ingress.distanceValid.Slow:0ms
durations.fst2.ingress.expected.Fast:1558ms
