[2025-01-27 15:23:23.384] [INFO]     [Main] Application starting...
[2025-01-27 15:23:47.512] [DEBUG]    [ PositionTracker] [FST1] PUK between LBF1 and HS1 - PUK-ID: 0 PUK Type: UNKNOWN PUK AverageHeight: 0
[2025-01-27 15:23:47.513] [DEBUG]    [PositionTracker.onIngressNewPuk] [FST1] 1000000
[2025-01-27 15:23:47.514] [TRACE]    [Timer] New Timer
[2025-01-27 15:23:47.515] [TRACE]    [Timer] New Timer
[2025-01-27 15:23:47.516] [TRACE]    [Timer] New Timer
[2025-01-27 15:23:47.516] [DEBUG]    [FOO] STARTING
[2025-01-27 15:23:47.517] [DEBUG]    [Foo] Timer start with 0s, 827000000ns
[2025-01-27 15:23:47.517] [TRACE]    [Timer] Timer started
	Speed: fast
	Progress: 0%
	Time: 827ms
	Pulse: 1ms
	PulseValue: 0
[2025-01-27 15:23:47.518] [DEBUG]    [FOO] STARTING
[2025-01-27 15:23:47.519] [DEBUG]    [Foo] Timer start with 1s, 654000000ns
[2025-01-27 15:23:47.520] [TRACE]    [Timer] Timer started
	Speed: fast
	Progress: 0%
	Time: 1654ms
	Pulse: 2ms
	PulseValue: 0
[2025-01-27 15:23:47.521] [DEBUG]    [FOO] STARTING
[2025-01-27 15:23:47.522] [DEBUG]    [Foo] Timer start with 2s, 562000000ns
[2025-01-27 15:23:47.522] [TRACE]    [Timer] Timer started
	Speed: fast
	Progress: 0%
	Time: 2562ms
	Pulse: 3ms
	PulseValue: 0
[2025-01-27 15:23:47.523] [DEBUG]    [PositionTracker.onIngressNewPuk] [FST1]
[2025-01-27 15:23:47.524] [TRACE]    [FSMController] received PULSE_LBF_OPEN...0
[2025-01-27 15:23:48.345] [TRACE]    [FSMController] Sending pulse: PULSE_LG1_ON
[2025-01-27 15:23:48.345] [DEBUG]    [PositionTracker.listen] Message recieved
	code: PULSE_INGRESS_1_DISTANCE_VALID
	value: 0
[2025-01-27 15:23:48.346] [TRACE]    [ActuatorController] 0: Festo 1 LED Green on......
[2025-01-27 15:23:48.630] [TRACE]    [ActuatorController] green blinking stopped......
[2025-01-27 15:23:49.174] [DEBUG]    [PositionTracker.listen] Message recieved
	code: PULSE_HS_1_PUK_EXPECTED
	value: 0
[2025-01-27 15:23:49.681] [TRACE]    [PositionTracker.updatePukQueue] Processing Puk with ID: 0
[2025-01-27 15:23:49.681] [DEBUG]    [FOO] CHANGING
[2025-01-27 15:23:49.682] [TRACE]    [Timer] Timer speed updated
	speed: slow
	Progress: 84%
	timeRemaining: 1181ms
	Pulse: 3
[2025-01-27 15:23:49.683] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_SLOW
[2025-01-27 15:23:49.684] [TRACE]    [ActuatorController] [Festo1] Motor slow
[2025-01-27 15:23:50.627] [DEBUG]    [PositionTracker] [FST1] PUK between HS1 and MS1 - PUK-ID: 0 PUK Type: UNKNOWN PUK AverageHeight: 23
[2025-01-27 15:23:50.627] [TRACE]    [Timer] New Timer
[2025-01-27 15:23:50.628] [TRACE]    [Timer] New Timer
[2025-01-27 15:23:50.629] [DEBUG]    [] Killing timer of pulseValue: 0
[2025-01-27 15:23:50.629] [DEBUG]    [] Killing timer of pulseValue: 0
[2025-01-27 15:23:50.630] [DEBUG]    [Foo] FractionRemaining is 0, PulseValue: 0
[2025-01-27 15:23:50.630] [DEBUG]    [FOO] STARTING
[2025-01-27 15:23:50.631] [DEBUG]    [Foo] Timer start with 2s, 892000000ns
[2025-01-27 15:23:50.632] [TRACE]    [Timer] Timer started
	Speed: slow
	Progress: 0%
	Time: 2892ms
	Pulse: 4ms
	PulseValue: 0
[2025-01-27 15:23:50.633] [DEBUG]    [FOO] STARTING
[2025-01-27 15:23:50.634] [DEBUG]    [Foo] Timer start with 3s, 444000000ns
[2025-01-27 15:23:50.634] [TRACE]    [Timer] Timer started
	Speed: slow
	Progress: 0%
	Time: 3444ms
	Pulse: 5ms
	PulseValue: 0
[2025-01-27 15:23:50.636] [DEBUG]    [PositionTracker.onHSNewPuk] [FST1]
[2025-01-27 15:23:50.636] [DEBUG]    [PositionTracker.onIsNotValid] [FST1] HEIGHT_IS_NOT_VALID
[2025-01-27 15:23:50.637] [TRACE]    [PositionTracker.updatePukQueue] Processing Puk with ID: 0
[2025-01-27 15:23:50.638] [DEBUG]    [Foo] FractionRemaining is 0, PulseValue: 0
[2025-01-27 15:23:50.639] [DEBUG]    [FOO] CHANGING
[2025-01-27 15:23:50.639] [TRACE]    [Timer] Timer speed updated
	speed: fast
	Progress: 0%
	timeRemaining: 625ms
	Pulse: 4
[2025-01-27 15:23:50.640] [DEBUG]    [FOO] CHANGING
[2025-01-27 15:23:50.641] [TRACE]    [Timer] Timer speed updated
	speed: fast
	Progress: 0%
	timeRemaining: 1195ms
	Pulse: 5
[2025-01-27 15:23:50.642] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_FAST
[2025-01-27 15:23:50.643] [DEBUG]    [FSMController] received Digit1...57
[2025-01-27 15:23:50.643] [TRACE]    [ActuatorController] [Festo1] Motor fast
[2025-01-27 15:23:50.644] [DEBUG]    [FSMController] received AverageHeight...23
[2025-01-27 15:23:50.645] [TRACE]    [FSMController] received PULSE_HS1_SAMPLING_DONE...
[2025-01-27 15:23:51.265] [DEBUG]    [PositionTracker.listen] Message recieved
	code: PULSE_SORTING_1_PUK_EXPECTED
	value: 0
[2025-01-27 15:23:51.644] [TRACE]    [Decoder] decode...
[2025-01-27 15:23:51.644] [TRACE]    [Decoder] LBM erkannt
[2025-01-27 15:23:51.645] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 15:23:51.645] [DEBUG]    [Foo] FractionRemaining is 0, PulseValue: 0
[2025-01-27 15:23:51.646] [DEBUG]    [FOO] STOPPING
[2025-01-27 15:23:51.647] [TRACE]    [Timer] Timer stopped
	Progress: 84%
	Time: 191ms
	Pulse: 5
[2025-01-27 15:23:51.648] [DEBUG]    [PositionTracker.onIsNotMetal] [FST1] PUK Eject
	PUK-ID: 0
	PUK Type: PUK_WITH_HOLE
	PUK AverageHeight: 23
[2025-01-27 15:23:51.649] [TRACE]    [Timer] New Timer
[2025-01-27 15:23:51.650] [DEBUG]    [FOO] STARTING
[2025-01-27 15:23:51.651] [DEBUG]    [Foo] Timer start with 180s, 0ns
[2025-01-27 15:23:51.651] [TRACE]    [Timer] Timer started
	Speed: fast
	Progress: 0%
	Time: 180000ms
	Pulse: 6ms
	PulseValue: 0
[2025-01-27 15:23:51.653] [TRACE]    [FSMController] Sending pulse: PULSE_SM1_ACTIVE
[2025-01-27 15:23:51.653] [TRACE]    [FSMController] received PULSE_LBM_INTERRUPTED...0
[2025-01-27 15:23:51.654] [TRACE]    [ActuatorController] 0: Festo 1 SM Active......
[2025-01-27 15:23:51.686] [TRACE]    [Decoder] decode...
[2025-01-27 15:23:51.686] [TRACE]    [Decoder] LBM erkannt
[2025-01-27 15:23:51.687] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 15:23:51.687] [TRACE]    [FSMController] received PULSE_LBM_OPEN...0
[2025-01-27 15:23:58.556] [TRACE]    [Decoder] decode...
[2025-01-27 15:23:58.556] [TRACE]    [Decoder] LBR erkannt
[2025-01-27 15:23:58.557] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 15:23:58.557] [TRACE]    [FSMController] received PULSE_LBR_OPEN...0
[2025-01-27 15:24:00.508] [TRACE]    [Decoder] decode...
[2025-01-27 15:24:00.509] [TRACE]    [Decoder] current level: 1
[2025-01-27 15:24:00.509] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 15:24:00.510] [TRACE]    [Decoder] decode...
[2025-01-27 15:24:00.510] [TRACE]    [FSMController] received PULSE_ESTOP_HIGH...0
[2025-01-27 15:24:00.511] [TRACE]    [Decoder] current level: 0
[2025-01-27 15:24:00.512] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 15:24:00.512] [TRACE]    [PositionTracker.updatePukQueue] Processing Puk with ID: 0
[2025-01-27 15:24:00.513] [DEBUG]    [Foo] FractionRemaining is 0, PulseValue: 0
[2025-01-27 15:24:00.514] [DEBUG]    [Foo] FractionRemaining is 0, PulseValue: 0
[2025-01-27 15:24:00.514] [TRACE]    [Timer] Motor state unchanged, Progress: 84%
[2025-01-27 15:24:00.515] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_STOP
[2025-01-27 15:24:00.516] [TRACE]    [PositionTracker.onMotorSlow] [FST2] Motor Slow
[2025-01-27 15:24:00.516] [TRACE]    [ActuatorController] [Festo1] Motor stop
[2025-01-27 15:24:00.517] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR2_STOP
[2025-01-27 15:24:00.518] [DEBUG]    [PositionTracker.onEstopReceived] [FST2] 0100000
[2025-01-27 15:24:00.519] [TRACE]    [PositionTracker.updatePukQueue] Processing Puk with ID: 0
[2025-01-27 15:24:00.519] [DEBUG]    [Foo] FractionRemaining is 0, PulseValue: 0
[2025-01-27 15:24:00.520] [DEBUG]    [Foo] FractionRemaining is 0, PulseValue: 0
[2025-01-27 15:24:00.521] [TRACE]    [Timer] Motor state unchanged, Progress: 84%
[2025-01-27 15:24:00.521] [DEBUG]    [] Killing timer of pulseValue: 0
[2025-01-27 15:24:00.522] [TRACE]    [FSMController] Sending pulse: PULSE_SM1_RESTING
[2025-01-27 15:24:00.523] [WARNING]  [PositionTracker.onSortingModuleResting] [FST2]
[2025-01-27 15:24:00.523] [TRACE]    [ActuatorController] 0: Festo 1 SM Resting......
[2025-01-27 15:24:00.524] [TRACE]    [FSMController] Sending pulse: PULSE_SM2_RESTING
[2025-01-27 15:24:00.525] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL1_OFF
[2025-01-27 15:24:00.525] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL2_OFF
[2025-01-27 15:24:00.526] [TRACE]    [ActuatorController] 0: Festo 1 BUTTON START LED OFF
[2025-01-27 15:24:00.527] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_STOP
[2025-01-27 15:24:00.528] [TRACE]    [FSMController] Sending pulse: PULSE_LR1_ON
[2025-01-27 15:24:00.528] [TRACE]    [ActuatorController] [Festo1] Motor stop
[2025-01-27 15:24:00.529] [TRACE]    [FSMController] Sending pulse: PULSE_LG1_ON
[2025-01-27 15:24:00.530] [TRACE]    [ActuatorController] 0: Festo 1 LED Red on......
[2025-01-27 15:24:00.531] [TRACE]    [FSMController] Sending pulse: PULSE_LG2_ON
[2025-01-27 15:24:00.531] [TRACE]    [ActuatorController] 0: Festo 1 LED Green on......
[2025-01-27 15:24:00.532] [TRACE]    [FSMController] Sending pulse: PULSE_LY1_ON
[2025-01-27 15:24:00.533] [TRACE]    [FSMController] Sending pulse: PULSE_LR2_ON
[2025-01-27 15:24:00.533] [TRACE]    [ActuatorController] 0: Festo 1 LED Yellow on......
[2025-01-27 15:24:00.535] [TRACE]    [FSMController] Sending pulse: PULSE_LY2_ON
[2025-01-27 15:24:00.536] [TRACE]    [FSMController] received PULSE_ESTOP_LOW...0
[2025-01-27 15:24:00.824] [TRACE]    [FSMController] received PULSE_ESTOP_LOW...1
[2025-01-27 15:24:01.142] [TRACE]    [Decoder] decode...
[2025-01-27 15:24:01.143] [TRACE]    [Decoder] current level: 0
[2025-01-27 15:24:01.144] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 15:24:01.144] [TRACE]    [FSMController] received PULSE_ESTOP_LOW...0
[2025-01-27 15:24:01.145] [TRACE]    [Decoder] decode...
[2025-01-27 15:24:01.145] [TRACE]    [Decoder] current level: 1
[2025-01-27 15:24:01.146] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 15:24:01.147] [TRACE]    [FSMController] received PULSE_ESTOP_HIGH...0
[2025-01-27 15:24:01.147] [TRACE]    [Decoder] decode...
[2025-01-27 15:24:01.148] [TRACE]    [Decoder] current level: 1
[2025-01-27 15:24:01.149] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 15:24:01.149] [TRACE]    [FSMController] received PULSE_ESTOP_HIGH...0
[2025-01-27 15:24:01.488] [TRACE]    [FSMController] Sending pulse: PULSE_BRSL1_ON
[2025-01-27 15:24:01.488] [TRACE]    [FSMController] Sending pulse: PULSE_BRSL2_OFF
[2025-01-27 15:24:01.489] [TRACE]    [FSMController] received PULSE_ESTOP_HIGH...1
[2025-01-27 15:24:01.490] [TRACE]    [ActuatorController] 0: Festo 1 BUTTON RESET LED ON
[2025-01-27 15:24:01.491] [TRACE]    [FSMController] received PULSE_ESTOP_HIGH...1
[2025-01-27 15:24:02.224] [TRACE]    [Decoder] decode...
[2025-01-27 15:24:02.224] [TRACE]    [Decoder] BGR gedrueckt
[2025-01-27 15:24:02.225] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 15:24:02.474] [TRACE]    [Decoder] decode...
[2025-01-27 15:24:02.474] [TRACE]    [Decoder] BGR losgelassen
[2025-01-27 15:24:02.475] [TRACE]    [Decoder] BGR_SHORT erkannt
[2025-01-27 15:24:02.476] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 15:24:02.476] [TRACE]    [FSMController] Sending pulse: PULSE_BRSL1_OFF
[2025-01-27 15:24:02.477] [TRACE]    [FSMController] received PULSE_BGR_SHORT...0
[2025-01-27 15:24:02.477] [TRACE]    [ActuatorController] 0: Festo 1 BUTTON RESET LED OFF
[2025-01-27 15:24:02.963] [TRACE]    [FSMController] Sending pulse: PULSE_BRSL2_OFF
[2025-01-27 15:24:02.964] [TRACE]    [FSMController] Sending pulse: PULSE_Q11_OFF
[2025-01-27 15:24:02.964] [TRACE]    [FSMController] Sending pulse: PULSE_Q12_OFF
[2025-01-27 15:24:02.966] [TRACE]    [FSMController] Sending pulse: PULSE_Q21_OFF
[2025-01-27 15:24:02.966] [TRACE]    [ActuatorController] 0: Festo 1 LED Q1 off......
[2025-01-27 15:24:02.967] [TRACE]    [FSMController] Sending pulse: PULSE_Q22_OFF
[2025-01-27 15:24:02.967] [TRACE]    [ActuatorController] 0: Festo 1 LED Q2 off......
[2025-01-27 15:24:02.969] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL1_ON
[2025-01-27 15:24:02.969] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL2_ON
[2025-01-27 15:24:02.970] [TRACE]    [ActuatorController] 0: Festo 1 BUTTON START LED ON
[2025-01-27 15:24:02.971] [TRACE]    [FSMController] Sending pulse: PULSE_LR1_OFF
[2025-01-27 15:24:02.972] [TRACE]    [FSMController] Sending pulse: PULSE_LG1_OFF
[2025-01-27 15:24:02.972] [TRACE]    [ActuatorController] 0: Festo 1 LED Red off...
[2025-01-27 15:24:02.973] [TRACE]    [FSMController] Sending pulse: PULSE_LG2_OFF
[2025-01-27 15:24:02.973] [TRACE]    [ActuatorController] 0: Festo 1 LED Green off...
[2025-01-27 15:24:02.975] [TRACE]    [FSMController] Sending pulse: PULSE_LY1_OFF
[2025-01-27 15:24:02.975] [TRACE]    [FSMController] Sending pulse: PULSE_LR2_OFF
[2025-01-27 15:24:02.976] [TRACE]    [ActuatorController] 0: Festo 1 LED Yellow off...
[2025-01-27 15:24:02.977] [TRACE]    [FSMController] Sending pulse: PULSE_LY2_OFF
[2025-01-27 15:24:02.978] [TRACE]    [FSMController] received PULSE_BGR_SHORT...1
[2025-01-27 15:24:04.885] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL1_OFF
[2025-01-27 15:24:04.886] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL2_OFF
[2025-01-27 15:24:04.887] [TRACE]    [FSMController] Sending pulse: PULSE_LG1_ON
[2025-01-27 15:24:04.887] [TRACE]    [ActuatorController] 0: Festo 1 BUTTON START LED OFF
