[2000-01-01 11:34:53.568] [INFO]     [Main] Application starting...
[2000-01-01 11:35:00.813] [TRACE]    [ActuatorController] 1: Festo 2 BUTTON START LED OFF
[2000-01-01 11:35:00.817] [TRACE]    [ActuatorController] 1: Festo 2 LED Green on......
[2000-01-01 11:35:25.488] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be fast running...
[2000-01-01 11:35:25.852] [TRACE]    [ActuatorController] 1: Festo 2 LED Green blinking(500Hz)...
[2000-01-01 11:35:26.057] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:26.057] [TRACE]    [Decoder] LBF erkannt
[2000-01-01 11:35:26.059] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:26.454] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:26.455] [TRACE]    [Decoder] LBF erkannt
[2000-01-01 11:35:26.456] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:28.440] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be slow running...
[2000-01-01 11:35:29.235] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be fast running...
[2000-01-01 11:35:30.204] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:30.205] [TRACE]    [Decoder] LBM erkannt
[2000-01-01 11:35:30.206] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:30.448] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:30.449] [TRACE]    [Decoder] LBM erkannt
[2000-01-01 11:35:30.450] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:31.156] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:31.156] [TRACE]    [Decoder] LBR erkannt
[2000-01-01 11:35:31.158] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:31.161] [TRACE]    [ActuatorController] 1: Festo 2 LED Green on......
[2000-01-01 11:35:31.163] [TRACE]    [ActuatorController] 1: Festo 2 LED Yellow on......
[2000-01-01 11:35:31.245] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:31.245] [TRACE]    [Decoder] LBR erkannt
[2000-01-01 11:35:31.246] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:31.248] [TRACE]    [ActuatorController] 1: Festo 2 LED Yellow off...
[2000-01-01 11:35:31.375] [TRACE]    [ActuatorController] green blinking stopped......
[2000-01-01 11:35:31.700] [TRACE]    [ActuatorController] 1: Festo 2 LED Green blinking(500Hz)...
[2000-01-01 11:35:31.918] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:31.918] [TRACE]    [Decoder] LBF erkannt
[2000-01-01 11:35:31.919] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:32.310] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:32.310] [TRACE]    [Decoder] LBF erkannt
[2000-01-01 11:35:32.312] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:34.270] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be slow running...
[2000-01-01 11:35:35.121] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be fast running...
[2000-01-01 11:35:36.082] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:36.082] [TRACE]    [Decoder] LBM erkannt
[2000-01-01 11:35:36.083] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:36.383] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:36.383] [TRACE]    [Decoder] LBM erkannt
[2000-01-01 11:35:36.385] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:37.598] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:37.599] [TRACE]    [Decoder] LBR erkannt
[2000-01-01 11:35:37.600] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:37.604] [TRACE]    [ActuatorController] 1: Festo 2 LED Green on......
[2000-01-01 11:35:37.605] [TRACE]    [ActuatorController] 1: Festo 2 LED Yellow on......
[2000-01-01 11:35:37.608] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be stopped...
[2000-01-01 11:35:37.682] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:37.683] [TRACE]    [Decoder] LBR erkannt
[2000-01-01 11:35:37.684] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:37.685] [TRACE]    [ActuatorController] 1: Festo 2 LED Yellow off...
[2000-01-01 11:35:37.724] [TRACE]    [ActuatorController] green blinking stopped......
[2000-01-01 11:35:47.888] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be fast running...
[2000-01-01 11:35:48.634] [TRACE]    [ActuatorController] 1: Festo 2 LED Green blinking(500Hz)...
[2000-01-01 11:35:49.148] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:49.148] [TRACE]    [Decoder] LBF erkannt
[2000-01-01 11:35:49.150] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:49.542] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:49.542] [TRACE]    [Decoder] LBF erkannt
[2000-01-01 11:35:49.544] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:51.518] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be slow running...
[2000-01-01 11:35:52.371] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be fast running...
[2000-01-01 11:35:53.286] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:53.286] [TRACE]    [Decoder] MS erkannt
[2000-01-01 11:35:53.287] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:53.333] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:53.334] [TRACE]    [Decoder] LBM erkannt
[2000-01-01 11:35:53.335] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:53.341] [TRACE]    [ActuatorController] 1: Festo 2 SM Active......
[2000-01-01 11:35:53.558] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:53.559] [TRACE]    [Decoder] MS erkannt
[2000-01-01 11:35:53.560] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:53.796] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:53.796] [TRACE]    [Decoder] LBM erkannt
[2000-01-01 11:35:53.798] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:54.501] [TRACE]    [ActuatorController] 1: Festo 2 SM Resting......
[2000-01-01 11:35:55.555] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:55.556] [TRACE]    [Decoder] LBE erkannt
[2000-01-01 11:35:55.557] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:55.563] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be stopped...
[2000-01-01 11:35:55.902] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:55.902] [TRACE]    [Decoder] LBE erkannt
[2000-01-01 11:35:55.904] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:55.905] [TRACE]    [ActuatorController] 1: Festo 2 LED Green on......
[2000-01-01 11:35:55.919] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be fast running...
[2000-01-01 11:35:56.165] [TRACE]    [ActuatorController] green blinking stopped......
[2000-01-01 11:35:56.443] [TRACE]    [ActuatorController] 1: Festo 2 LED Green blinking(500Hz)...
[2000-01-01 11:35:56.649] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:56.650] [TRACE]    [Decoder] LBF erkannt
[2000-01-01 11:35:56.651] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:57.052] [TRACE]    [Decoder] decode...
[2000-01-01 11:35:57.052] [TRACE]    [Decoder] LBF erkannt
[2000-01-01 11:35:57.054] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:35:59.014] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be slow running...
[2000-01-01 11:35:59.862] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be fast running...
[2000-01-01 11:36:00.824] [TRACE]    [Decoder] decode...
[2000-01-01 11:36:00.824] [TRACE]    [Decoder] LBM erkannt
[2000-01-01 11:36:00.826] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:36:00.832] [TRACE]    [ActuatorController] 1: Festo 2 SM Active......
[2000-01-01 11:36:01.291] [TRACE]    [Decoder] decode...
[2000-01-01 11:36:01.291] [TRACE]    [Decoder] LBM erkannt
[2000-01-01 11:36:01.293] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:36:01.996] [TRACE]    [ActuatorController] 1: Festo 2 SM Resting......
[2000-01-01 11:36:03.049] [TRACE]    [Decoder] decode...
[2000-01-01 11:36:03.050] [TRACE]    [Decoder] LBE erkannt
[2000-01-01 11:36:03.051] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:36:03.060] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be stopped...
[2000-01-01 11:36:03.435] [TRACE]    [Decoder] decode...
[2000-01-01 11:36:03.435] [TRACE]    [Decoder] LBE erkannt
[2000-01-01 11:36:03.437] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:36:03.438] [TRACE]    [ActuatorController] 1: Festo 2 LED Green on......
[2000-01-01 11:36:03.452] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be fast running...
[2000-01-01 11:36:03.472] [TRACE]    [ActuatorController] green blinking stopped......
[2000-01-01 11:36:03.969] [TRACE]    [ActuatorController] 1: Festo 2 LED Green blinking(500Hz)...
[2000-01-01 11:36:04.216] [TRACE]    [Decoder] decode...
[2000-01-01 11:36:04.217] [TRACE]    [Decoder] LBF erkannt
[2000-01-01 11:36:04.218] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:36:04.653] [TRACE]    [Decoder] decode...
[2000-01-01 11:36:04.653] [TRACE]    [Decoder] LBF erkannt
[2000-01-01 11:36:04.654] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:36:06.615] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be slow running...
[2000-01-01 11:36:07.444] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be fast running...
[2000-01-01 11:36:08.356] [TRACE]    [Decoder] decode...
[2000-01-01 11:36:08.357] [TRACE]    [Decoder] MS erkannt
[2000-01-01 11:36:08.358] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:36:08.405] [TRACE]    [Decoder] decode...
[2000-01-01 11:36:08.406] [TRACE]    [Decoder] LBM erkannt
[2000-01-01 11:36:08.407] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:36:08.413] [TRACE]    [ActuatorController] 1: Festo 2 SM Active......
[2000-01-01 11:36:08.633] [TRACE]    [Decoder] decode...
[2000-01-01 11:36:08.633] [TRACE]    [Decoder] MS erkannt
[2000-01-01 11:36:08.635] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:36:08.870] [TRACE]    [Decoder] decode...
[2000-01-01 11:36:08.871] [TRACE]    [Decoder] LBM erkannt
[2000-01-01 11:36:08.872] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:36:09.575] [TRACE]    [ActuatorController] 1: Festo 2 SM Resting......
[2000-01-01 11:36:10.635] [TRACE]    [Decoder] decode...
[2000-01-01 11:36:10.635] [TRACE]    [Decoder] LBE erkannt
[2000-01-01 11:36:10.637] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:36:10.648] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be stopped...
[2000-01-01 11:36:13.784] [TRACE]    [Decoder] decode...
[2000-01-01 11:36:13.785] [TRACE]    [Decoder] LBE erkannt
[2000-01-01 11:36:13.786] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:36:13.788] [TRACE]    [ActuatorController] 1: Festo 2 LED Green on......
[2000-01-01 11:36:14.010] [TRACE]    [ActuatorController] green blinking stopped......
[2000-01-01 11:37:47.647] [TRACE]    [Decoder] decode...
[2000-01-01 11:37:47.647] [TRACE]    [Decoder] current level: 0
[2000-01-01 11:37:47.649] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:37:47.662] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be stopped...
[2000-01-01 11:37:47.677] [TRACE]    [ActuatorController] 1: Festo 2 SM Resting......
[2000-01-01 11:37:47.680] [TRACE]    [ActuatorController] 1: Festo 2 BUTTON START LED OFF
[2000-01-01 11:37:47.688] [TRACE]    [ActuatorController] 1: Festo 2 LED Green on......
[2000-01-01 11:37:47.692] [TRACE]    [ActuatorController] 1: Festo 2 LED Red on......
[2000-01-01 11:37:47.695] [TRACE]    [ActuatorController] 1: Festo 2 LED Yellow on......
[2000-01-01 11:37:48.338] [TRACE]    [Decoder] decode...
[2000-01-01 11:37:48.339] [TRACE]    [Decoder] current level: 0
[2000-01-01 11:37:48.340] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:37:48.341] [TRACE]    [Decoder] decode...
[2000-01-01 11:37:48.342] [TRACE]    [Decoder] current level: 1
[2000-01-01 11:37:48.343] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:37:48.345] [TRACE]    [ActuatorController] 1: Festo 2 BUTTON RESET LED ON
[2000-01-01 11:37:49.229] [TRACE]    [Decoder] decode...
[2000-01-01 11:37:49.230] [TRACE]    [Decoder] BGR gedrueckt
[2000-01-01 11:37:49.231] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:37:49.275] [TRACE]    [Decoder] decode...
[2000-01-01 11:37:49.276] [TRACE]    [Decoder] BGR losgelassen
[2000-01-01 11:37:49.276] [TRACE]    [Decoder] BGR_SHORT erkannt
[2000-01-01 11:37:49.278] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:37:49.278] [TRACE]    [ActuatorController] 1: Festo 2 BUTTON RESET LED OFF
[2000-01-01 11:37:50.491] [TRACE]    [ActuatorController] 1: Festo 2 LED Q1 off......
[2000-01-01 11:37:50.494] [TRACE]    [ActuatorController] 1: Festo 2 LED Q2 off......
[2000-01-01 11:37:50.498] [TRACE]    [ActuatorController] 1: Festo 2 BUTTON START LED ON
[2000-01-01 11:37:50.504] [TRACE]    [ActuatorController] 1: Festo 2 LED Green off...
[2000-01-01 11:37:50.507] [TRACE]    [ActuatorController] 1: Festo 2 LED Red off...
[2000-01-01 11:37:50.510] [TRACE]    [ActuatorController] 1: Festo 2 LED Yellow off...
[2000-01-01 11:37:51.042] [TRACE]    [ActuatorController] 1: Festo 2 BUTTON START LED OFF
[2000-01-01 11:37:51.046] [TRACE]    [ActuatorController] 1: Festo 2 LED Green on......
[2000-01-01 11:37:59.877] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be fast running...
[2000-01-01 11:38:00.836] [TRACE]    [ActuatorController] 1: Festo 2 LED Green blinking(500Hz)...
[2000-01-01 11:38:01.060] [TRACE]    [Decoder] decode...
[2000-01-01 11:38:01.060] [TRACE]    [Decoder] LBF erkannt
[2000-01-01 11:38:01.062] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:38:01.481] [TRACE]    [Decoder] decode...
[2000-01-01 11:38:01.482] [TRACE]    [Decoder] LBF erkannt
[2000-01-01 11:38:01.483] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 11:38:02.401] [WARNING]  [HeartBeat] Heartbeat overdue. Disconnecting...
[2000-01-01 11:38:02.401] [CRITICAL] [HeartBeat] Connection to other Festo LOST...
[2000-01-01 11:38:02.401] [WARNING]  [HeartBeat] 1Pulse send Festo2...
[2000-01-01 11:38:02.403] [TRACE]    [ActuatorController] [Festo2] Motor stop
[2000-01-01 11:38:02.404] [TRACE]    [ActuatorController] 1: Festo 2 LED Green off...
[2000-01-01 11:38:02.404] [TRACE]    [ActuatorController] 1: Festo 2 LED Red blinking(500Hz)...
[2000-01-01 11:38:02.405] [TRACE]    [ActuatorController] 1: Festo 2 LED Yellow off...
[2000-01-01 11:38:02.845] [TRACE]    [ActuatorController] green blinking stopped......
[2000-01-01 11:38:12.249] [WARNING]  [ActuatorController] Recieved _PULSE_CODE_COIDDEATH...
[2000-01-01 11:38:12.249] [WARNING]  [ActuatorController] Recieved _PULSE_CODE_DISCONNECT...
[2000-01-01 11:38:12.250] [ERROR]    [HeartBeat] Unexpected Pulse received: -33
[2000-01-01 11:38:12.250] [WARNING]  [ActuatorController] Recieved _PULSE_CODE_COIDDEATH...
[2000-01-01 11:38:12.250] [WARNING]  [ActuatorController] Recieved _PULSE_CODE_COIDDEATH...
[2000-01-01 11:38:12.250] [WARNING]  [ActuatorController] Recieved _PULSE_CODE_COIDDEATH...
