[2025-01-27 10:12:09.625] [INFO]     [Main] Application starting...
[2025-01-27 10:12:13.580] [TRACE]    [Dispatcher] received PULSE_SUBSCRIBE...
[2025-01-27 10:12:13.581] [TRACE]    [Dispatcher] Connecting ActuatorController... actuatorController2
[2025-01-27 10:12:13.585] [DEBUG]    [FSMController] sorting Moduel on FST_2 is DIVERTER!...1
[2025-01-27 10:12:13.585] [TRACE]    [Dispatcher] Replying to connection...
[2025-01-27 10:12:13.591] [TRACE]    [HeartBeat] 0: Replying to connection...
[2025-01-27 10:12:13.592] [TRACE]    [FSMController] received PULSE_RECONNECT_HEARTBEAT_FESTO(from FST2)...
[2025-01-27 10:12:13.693] [DEBUG]    [HeartBeat] MessageReceiveOnce First Heartbeat!!
[2025-01-27 10:12:13.790] [TRACE]    [HeartBeat] MSGSENDER ONLINE AND OTHER FESTO FOUND...
[2025-01-27 10:12:13.791] [TRACE]    [FSMController] received PULSE_RECONNECT_HEARTBEAT_FESTO(from FST1)...
[2025-01-27 10:12:13.796] [TRACE]    [Dispatcher] Replying to connection...
[2025-01-27 10:12:17.087] [DEBUG]    [FSMController] received PULSE_BANDHEIGHT Festo 2..3648
[2025-01-27 10:12:19.482] [TRACE]    [FSMController] received PULSE_ESTOP_LOW...1
[2025-01-27 10:12:19.925] [TRACE]    [Decoder] decode...
[2025-01-27 10:12:19.925] [TRACE]    [Decoder] current level: 0
[2025-01-27 10:12:19.926] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:12:19.926] [TRACE]    [FSMController] received PULSE_ESTOP_LOW...0
[2025-01-27 10:12:19.927] [TRACE]    [Decoder] decode...
[2025-01-27 10:12:19.928] [TRACE]    [Decoder] current level: 0
[2025-01-27 10:12:19.928] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:12:19.929] [TRACE]    [FSMController] received PULSE_ESTOP_LOW...0
[2025-01-27 10:12:21.573] [TRACE]    [FSMController] received PULSE_ESTOP_LOW...1
[2025-01-27 10:12:21.575] [TRACE]    [FSMController] received PULSE_ESTOP_HIGH...1
[2025-01-27 10:12:21.650] [TRACE]    [Decoder] decode...
[2025-01-27 10:12:21.650] [TRACE]    [Decoder] current level: 0
[2025-01-27 10:12:21.651] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:12:21.651] [TRACE]    [FSMController] received PULSE_ESTOP_LOW...0
[2025-01-27 10:12:21.652] [TRACE]    [Decoder] decode...
[2025-01-27 10:12:21.652] [TRACE]    [Decoder] current level: 1
[2025-01-27 10:12:21.653] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:12:21.654] [TRACE]    [FSMController] Sending pulse: PULSE_LG1_OFF
[2025-01-27 10:12:21.654] [TRACE]    [Decoder] decode...
[2025-01-27 10:12:21.655] [TRACE]    [FSMController] Sending pulse: PULSE_LY1_OFF
[2025-01-27 10:12:21.655] [TRACE]    [ActuatorController] 0: Festo 1 LED Green off...
[2025-01-27 10:12:21.656] [TRACE]    [Decoder] current level: 1
[2025-01-27 10:12:21.656] [TRACE]    [FSMController] Sending pulse: PULSE_LR1_OFF
[2025-01-27 10:12:21.657] [TRACE]    [ActuatorController] 0: Festo 1 LED Yellow off...
[2025-01-27 10:12:21.658] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:12:21.658] [TRACE]    [FSMController] Sending pulse: PULSE_LG2_OFF
[2025-01-27 10:12:21.658] [TRACE]    [ActuatorController] 0: Festo 1 LED Red off...
[2025-01-27 10:12:21.660] [TRACE]    [FSMController] Sending pulse: PULSE_LY2_OFF
[2025-01-27 10:12:21.660] [TRACE]    [FSMController] Sending pulse: PULSE_LR2_OFF
[2025-01-27 10:12:21.662] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_STOP
[2025-01-27 10:12:21.663] [TRACE]    [PositionTracker.onMotorSlow] [FST2] Motor Slow
[2025-01-27 10:12:21.663] [TRACE]    [ActuatorController] [Festo1] Motor stop
[2025-01-27 10:12:21.664] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR2_STOP
[2025-01-27 10:12:21.665] [ERROR]    [PositionTracker.listen] PROBLEMSS
[2025-01-27 10:12:21.666] [TRACE]    [FSMController] Sending pulse: PULSE_SM1_RESTING
[2025-01-27 10:12:21.666] [ERROR]    [PositionTracker.listen] PROBLEMSS
[2025-01-27 10:12:21.666] [TRACE]    [ActuatorController] 0: Festo 1 SM Resting......
[2025-01-27 10:12:21.667] [TRACE]    [FSMController] Sending pulse: PULSE_SM2_RESTING
[2025-01-27 10:12:21.669] [TRACE]    [FSMController] Sending pulse: PULSE_BRSL1_OFF
[2025-01-27 10:12:21.669] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL1_OFF
[2025-01-27 10:12:21.670] [TRACE]    [ActuatorController] 0: Festo 1 BUTTON RESET LED OFF
[2025-01-27 10:12:21.671] [TRACE]    [FSMController] Sending pulse: PULSE_BRSL2_OFF
[2025-01-27 10:12:21.671] [TRACE]    [ActuatorController] 0: Festo 1 BUTTON START LED OFF
[2025-01-27 10:12:21.672] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL2_OFF
[2025-01-27 10:12:21.673] [TRACE]    [FSMController] Sending pulse: PULSE_Q11_OFF
[2025-01-27 10:12:21.674] [TRACE]    [FSMController] Sending pulse: PULSE_Q12_OFF
[2025-01-27 10:12:21.674] [TRACE]    [ActuatorController] 0: Festo 1 LED Q1 off......
[2025-01-27 10:12:21.676] [TRACE]    [FSMController] Sending pulse: PULSE_Q21_OFF
[2025-01-27 10:12:21.676] [TRACE]    [FSMController] Sending pulse: PULSE_Q22_OFF
[2025-01-27 10:12:21.677] [TRACE]    [ActuatorController] 0: Festo 1 LED Q2 off......
[2025-01-27 10:12:21.678] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL1_ON
[2025-01-27 10:12:21.678] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL2_ON
[2025-01-27 10:12:21.679] [TRACE]    [ActuatorController] 0: Festo 1 BUTTON START LED ON
[2025-01-27 10:12:21.680] [TRACE]    [FSMController] received PULSE_ESTOP_HIGH...0
[2025-01-27 10:12:21.681] [TRACE]    [FSMController] received PULSE_ESTOP_HIGH...0
[2025-01-27 10:12:22.572] [TRACE]    [Decoder] decode...
[2025-01-27 10:12:22.573] [TRACE]    [Decoder] BGS gedrueckt
[2025-01-27 10:12:22.573] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:12:23.864] [TRACE]    [Decoder] decode...
[2025-01-27 10:12:23.864] [TRACE]    [Decoder] BGS losgelassen
[2025-01-27 10:12:23.865] [TRACE]    [Decoder] BGS_LONG erkannt
[2025-01-27 10:12:23.866] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:12:23.866] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL1_OFF
[2025-01-27 10:12:23.867] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL2_OFF
[2025-01-27 10:12:23.867] [TRACE]    [ActuatorController] 0: Festo 1 BUTTON START LED OFF
[2025-01-27 10:12:23.868] [TRACE]    [FSMController] Sending pulse: PULSE_LG1_BLINKING
[2025-01-27 10:12:23.869] [TRACE]    [FSMController] Sending pulse: PULSE_LG2_BLINKING
[2025-01-27 10:12:23.869] [TRACE]    [ActuatorController] 0: Festo 1 LED Green blinking(1000Hz)...
[2025-01-27 10:12:23.871] [TRACE]    [FSMController] received PULSE_BGS_LONG...0
[2025-01-27 10:12:25.704] [TRACE]    [Decoder] decode...
[2025-01-27 10:12:25.705] [TRACE]    [Decoder] LBF erkannt
[2025-01-27 10:12:25.705] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:12:25.706] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_SLOW
[2025-01-27 10:12:25.707] [TRACE]    [FSMController] received PULSE_LBF_INTERRUPTED LBF_1...0
[2025-01-27 10:12:25.707] [TRACE]    [ActuatorController] [Festo1] Motor slow
[2025-01-27 10:12:25.818] [TRACE]    [Decoder] decode...
[2025-01-27 10:12:25.818] [TRACE]    [Decoder] LBF erkannt
[2025-01-27 10:12:25.819] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:12:25.819] [TRACE]    [PositionTracker.onTimingLBF1toHS1] [FST1] Starting Timer
[2025-01-27 10:12:25.820] [TRACE]    [FSMController] received PULSE_LBF_OPEN...0
[2025-01-27 10:12:32.206] [TRACE]    [PositionTracker.onTimingLBF1toHS1] [FST1] Ending Timer: 6388
[2025-01-27 10:12:33.416] [TRACE]    [PositionTracker.onTimingHS1toLBM1] [FST1] Starting Timer
[2025-01-27 10:12:33.416] [DEBUG]    [FSMController] received Digit1...57
[2025-01-27 10:12:33.417] [DEBUG]    [FSMController] received AverageHeight...0
[2025-01-27 10:12:33.417] [TRACE]    [FSMController] received PULSE_HS1_SAMPLING_DONE...
[2025-01-27 10:12:36.668] [TRACE]    [Decoder] decode...
[2025-01-27 10:12:36.669] [TRACE]    [Decoder] LBM erkannt
[2025-01-27 10:12:36.669] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:12:36.670] [TRACE]    [PositionTracker.onTimingHS1toLBM1] [FST1] Ending Timer: 3253
[2025-01-27 10:12:36.671] [TRACE]    [FSMController] received PULSE_LBM_INTERRUPTED...0
[2025-01-27 10:12:38.216] [TRACE]    [Decoder] decode...
[2025-01-27 10:12:38.216] [TRACE]    [Decoder] LBM erkannt
[2025-01-27 10:12:38.217] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:12:38.217] [TRACE]    [PositionTracker.onTimingMS1toLBE1] [FST1] Starting Timer
[2025-01-27 10:12:38.218] [TRACE]    [FSMController] received PULSE_LBM_OPEN...0
[2025-01-27 10:12:44.090] [TRACE]    [Decoder] decode...
[2025-01-27 10:12:44.090] [TRACE]    [Decoder] LBE erkannt
[2025-01-27 10:12:44.091] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:12:44.091] [TRACE]    [PositionTracker.onMotorSlow] [FST2] Motor Slow
[2025-01-27 10:12:44.092] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR2_SLOW
[2025-01-27 10:12:44.093] [ERROR]    [PositionTracker.listen] PROBLEMSS
[2025-01-27 10:12:44.094] [TRACE]    [FSMController] Sending pulse: PULSE_SM1_RESTING
[2025-01-27 10:12:44.095] [TRACE]    [PositionTracker.onTimingMS1toLBE1] [FST1] Ending Timer: 5878
[2025-01-27 10:12:44.095] [TRACE]    [ActuatorController] 0: Festo 1 SM Resting......
[2025-01-27 10:12:44.096] [TRACE]    [FSMController] received PULSE_LBE_INTERRUPTED...0
[2025-01-27 10:12:45.246] [TRACE]    [Decoder] decode...
[2025-01-27 10:12:45.247] [TRACE]    [Decoder] LBE erkannt
[2025-01-27 10:12:45.248] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:12:45.248] [TRACE]    [PositionTracker.onTimingLBE1toLBF2] [FST1&2] Starting Timer
[2025-01-27 10:12:45.249] [TRACE]    [FSMController] received PULSE_LBE_OPEN...0
[2025-01-27 10:12:45.936] [TRACE]    [PositionTracker.onTimingLBE1toLBF2] [FST1&2] Ending Timer: 689
[2025-01-27 10:12:45.936] [TRACE]    [FSMController] received PULSE_LBF_INTERRUPTED LBF_1...1
[2025-01-27 10:12:47.166] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_STOP
[2025-01-27 10:12:47.166] [TRACE]    [PositionTracker.onTimingLBF2toHS2] [FST2] Starting Timer
[2025-01-27 10:12:47.167] [TRACE]    [FSMController] received PULSE_LBF_OPEN...1
[2025-01-27 10:12:47.168] [TRACE]    [ActuatorController] [Festo1] Motor stop
[2025-01-27 10:12:51.912] [TRACE]    [PositionTracker.onTimingLBF2toHS2] [FST2] Ending Timer: 4746
[2025-01-27 10:12:52.836] [TRACE]    [PositionTracker.onTimingHS2toMS2] [FST2] Starting Timer
[2025-01-27 10:12:52.837] [DEBUG]    [FSMController] received Digit2...53
[2025-01-27 10:12:52.837] [DEBUG]    [FSMController] received AverageHeight...0
[2025-01-27 10:12:52.838] [TRACE]    [FSMController] received PULSE_HS2_SAMPLING_DONE...
[2025-01-27 10:12:55.209] [TRACE]    [Timer] New Timer
[2025-01-27 10:12:55.210] [TRACE]    [Timer] Timer started
	Speed: fast
	Progress: 0%
	Time: 180000ms
	Pulse: 16
[2025-01-27 10:12:55.211] [TRACE]    [FSMController] Sending pulse: PULSE_SM2_ACTIVE
[2025-01-27 10:12:55.212] [TRACE]    [PositionTracker.onTimingHS2toMS2] [FST2] Ending Timer: 2375
[2025-01-27 10:12:55.213] [TRACE]    [FSMController] received PULSE_LBM_INTERRUPTED...1
[2025-01-27 10:12:56.236] [TRACE]    [PositionTracker.onTimingMS2toLBE2] [FST2] Starting Timer
[2025-01-27 10:12:56.236] [TRACE]    [FSMController] received PULSE_LBM_OPEN...1
[2025-01-27 10:13:00.566] [TRACE]    [PositionTracker.onMotorSlow] [FST2] Motor Slow
[2025-01-27 10:13:00.566] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR2_STOP
[2025-01-27 10:13:00.567] [TRACE]    [FSMController] Sending pulse: PULSE_SM2_RESTING
[2025-01-27 10:13:00.569] [TRACE]    [PositionTracker.onTimingMS2toLBE2] [FST2] Ending Timer: 4332
[2025-01-27 10:13:00.570] [WARNING]  [HIER] 
durations.fst1.ingress.distanceValid.Fast:0ms
durations.fst1.ingress.distanceValid.Slow:3006ms
durations.fst1.ingress.expected.Fast:0ms
durations.fst1.ingress.expected.Slow:6013ms
durations.fst1.ingress.expired.Fast:0ms
durations.fst1.ingress.expired.Slow:0ms
durations.fst1.heightSensor.expected.Fast:0ms
durations.fst1.heightSensor.expected.Slow:2878ms
durations.fst1.heightSensor.expired.Fast:0ms
durations.fst1.heightSensor.expired.Slow:0ms
durations.fst1.sorting.distanceValid.Fast:0ms
durations.fst1.sorting.distanceValid.Slow:2751ms
durations.fst1.sorting.expected.Fast:0ms
durations.fst1.sorting.expected.Slow:5503ms
durations.fst1.sorting.expired.Fast:0ms
durations.fst1.sorting.expired.Slow:0ms
durations.fst1.egress.expected.Fast:0ms
durations.fst1.egress.expected.Slow:100ms
durations.fst1.egress.expired.Fast:0ms
durations.fst1.egress.expired.Slow:0ms
durations.fst2.ingress.distanceValid.Fast:0ms
durations.fst2.ingress.distanceValid.Slow:0ms
durations.fst2.ingress.expected.Fast:0ms
durations.fst2.ingress.expected.Slow:4371ms
durations.fst2.ingress.expired.Fast:0ms
durations.fst2.ingress.expired.Slow:0ms
durations.fst2.heightSensor.expected.Fast:0ms
durations.fst2.heightSensor.expected.Slow:2000ms
durations.fst2.heightSensor.expired.Fast:0ms
durations.fst2.heightSensor.expired.Slow:0ms
durations.fst2.sorting.distanceValid.Fast:1500ms
durations.fst2.sorting.distanceValid.Slow:1978ms
durations.fst2.sorting.expected.Fast:0ms
durations.fst2.sorting.expected.Slow:3957ms
durations.fst2.sorting.expired.Fast:0ms
durations.fst2.sorting.expired.Slow:0ms
[2025-01-27 10:13:00.576] [TRACE]    [FSMController] received PULSE_LBE_INTERRUPTED...1
[2025-01-27 10:13:01.756] [TRACE]    [FSMController] received PULSE_LBE_OPEN...1
[2025-01-27 10:13:04.089] [TRACE]    [Decoder] decode...
[2025-01-27 10:13:04.089] [TRACE]    [Decoder] LBF erkannt
[2025-01-27 10:13:04.090] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:13:04.091] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_FAST
[2025-01-27 10:13:04.092] [TRACE]    [FSMController] received PULSE_LBF_INTERRUPTED LBF_1...0
[2025-01-27 10:13:04.092] [TRACE]    [ActuatorController] [Festo1] Motor fast
[2025-01-27 10:13:04.310] [TRACE]    [Decoder] decode...
[2025-01-27 10:13:04.310] [TRACE]    [Decoder] LBF erkannt
[2025-01-27 10:13:04.311] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:13:04.311] [TRACE]    [PositionTracker.onTimingLBF1toHS1] [FST1] Starting Timer
[2025-01-27 10:13:04.312] [TRACE]    [FSMController] received PULSE_LBF_OPEN...0
[2025-01-27 10:13:06.394] [TRACE]    [PositionTracker.onTimingLBF1toHS1] [FST1] Ending Timer: 2083
[2025-01-27 10:13:06.790] [TRACE]    [PositionTracker.onTimingHS1toLBM1] [FST1] Starting Timer
[2025-01-27 10:13:06.790] [DEBUG]    [FSMController] received Digit1...57
[2025-01-27 10:13:06.791] [DEBUG]    [FSMController] received AverageHeight...0
[2025-01-27 10:13:06.791] [TRACE]    [FSMController] received PULSE_HS1_SAMPLING_DONE...
[2025-01-27 10:13:07.825] [TRACE]    [Decoder] decode...
[2025-01-27 10:13:07.826] [TRACE]    [Decoder] LBM erkannt
[2025-01-27 10:13:07.826] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:13:07.827] [TRACE]    [PositionTracker.onTimingHS1toLBM1] [FST1] Ending Timer: 1036
[2025-01-27 10:13:07.828] [TRACE]    [FSMController] received PULSE_LBM_INTERRUPTED...0
[2025-01-27 10:13:08.322] [TRACE]    [Decoder] decode...
[2025-01-27 10:13:08.322] [TRACE]    [Decoder] LBM erkannt
[2025-01-27 10:13:08.323] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:13:08.323] [TRACE]    [PositionTracker.onTimingMS1toLBE1] [FST1] Starting Timer
[2025-01-27 10:13:08.324] [TRACE]    [FSMController] received PULSE_LBM_OPEN...0
[2025-01-27 10:13:10.196] [TRACE]    [Decoder] decode...
[2025-01-27 10:13:10.196] [TRACE]    [Decoder] LBE erkannt
[2025-01-27 10:13:10.197] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:13:10.198] [TRACE]    [PositionTracker.onMotorSlow] [FST2] Motor Slow
[2025-01-27 10:13:10.199] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR2_FAST
[2025-01-27 10:13:10.199] [ERROR]    [PositionTracker.listen] PROBLEMSS
[2025-01-27 10:13:10.200] [TRACE]    [FSMController] Sending pulse: PULSE_SM1_RESTING
[2025-01-27 10:13:10.201] [TRACE]    [PositionTracker.onTimingMS1toLBE1] [FST1] Ending Timer: 1879
[2025-01-27 10:13:10.201] [TRACE]    [ActuatorController] 0: Festo 1 SM Resting......
[2025-01-27 10:13:10.202] [TRACE]    [FSMController] received PULSE_LBE_INTERRUPTED...0
[2025-01-27 10:13:10.561] [TRACE]    [Decoder] decode...
[2025-01-27 10:13:10.561] [TRACE]    [Decoder] LBE erkannt
[2025-01-27 10:13:10.562] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:13:10.562] [TRACE]    [PositionTracker.onTimingLBE1toLBF2] [FST1&2] Starting Timer
[2025-01-27 10:13:10.563] [TRACE]    [FSMController] received PULSE_LBE_OPEN...0
[2025-01-27 10:13:10.795] [TRACE]    [PositionTracker.onTimingLBE1toLBF2] [FST1&2] Ending Timer: 233
[2025-01-27 10:13:10.795] [TRACE]    [FSMController] received PULSE_LBF_INTERRUPTED LBF_1...1
[2025-01-27 10:13:11.211] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_STOP
[2025-01-27 10:13:11.211] [TRACE]    [PositionTracker.onTimingLBF2toHS2] [FST2] Starting Timer
[2025-01-27 10:13:11.212] [TRACE]    [FSMController] received PULSE_LBF_OPEN...1
[2025-01-27 10:13:11.212] [TRACE]    [ActuatorController] [Festo1] Motor stop
[2025-01-27 10:13:13.153] [TRACE]    [PositionTracker.onTimingLBF2toHS2] [FST2] Ending Timer: 1942
[2025-01-27 10:13:13.154] [TRACE]    [PositionTracker.onTimingLBF2toHS2] [FST2]: 1567
[2025-01-27 10:13:13.560] [TRACE]    [PositionTracker.onTimingLBF2toHS2] [FST2] Starting Timer
[2025-01-27 10:13:13.561] [DEBUG]    [FSMController] received Digit2...53
[2025-01-27 10:13:13.561] [DEBUG]    [FSMController] received AverageHeight...0
[2025-01-27 10:13:13.562] [TRACE]    [FSMController] received PULSE_HS2_SAMPLING_DONE...
[2025-01-27 10:13:14.522] [TRACE]    [Timer] New Timer
[2025-01-27 10:13:14.522] [TRACE]    [Timer] Timer started
	Speed: fast
	Progress: 0%
	Time: 180000ms
	Pulse: 16
[2025-01-27 10:13:14.524] [TRACE]    [FSMController] Sending pulse: PULSE_SM2_ACTIVE
[2025-01-27 10:13:14.525] [TRACE]    [PositionTracker.onTimingHS2toMS2] [FST2] Ending Timer: 964
[2025-01-27 10:13:14.525] [TRACE]    [FSMController] received PULSE_LBM_INTERRUPTED...1
[2025-01-27 10:13:14.988] [TRACE]    [PositionTracker.onTimingMS2toLBE2] [FST2] Starting Timer
[2025-01-27 10:13:14.989] [TRACE]    [FSMController] received PULSE_LBM_OPEN...1
[2025-01-27 10:13:16.766] [TRACE]    [PositionTracker.onMotorSlow] [FST2] Motor Slow
[2025-01-27 10:13:16.766] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR2_STOP
[2025-01-27 10:13:16.766] [TRACE]    [FSMController] Sending pulse: PULSE_SM2_RESTING
[2025-01-27 10:13:16.768] [TRACE]    [PositionTracker.onTimingMS2toLBE2] [FST2] Ending Timer: 1779
[2025-01-27 10:13:16.769] [WARNING]  [HIER] 
durations.fst1.ingress.distanceValid.Fast:854ms
durations.fst1.ingress.distanceValid.Slow:3006ms
durations.fst1.ingress.expected.Fast:1708ms
durations.fst1.ingress.expected.Slow:6013ms
durations.fst1.ingress.expired.Fast:0ms
durations.fst1.ingress.expired.Slow:0ms
durations.fst1.heightSensor.expected.Fast:661ms
durations.fst1.heightSensor.expected.Slow:2878ms
durations.fst1.heightSensor.expired.Fast:0ms
durations.fst1.heightSensor.expired.Slow:0ms
durations.fst1.sorting.distanceValid.Fast:752ms
durations.fst1.sorting.distanceValid.Slow:2751ms
durations.fst1.sorting.expected.Fast:1504ms
durations.fst1.sorting.expected.Slow:5503ms
durations.fst1.sorting.expired.Fast:0ms
durations.fst1.sorting.expired.Slow:0ms
durations.fst1.egress.expected.Fast:50ms
durations.fst1.egress.expected.Slow:100ms
durations.fst1.egress.expired.Fast:0ms
durations.fst1.egress.expired.Slow:0ms
durations.fst2.ingress.distanceValid.Fast:0ms
durations.fst2.ingress.distanceValid.Slow:0ms
durations.fst2.ingress.expected.Fast:1567ms
durations.fst2.ingress.expected.Slow:4371ms
durations.fst2.ingress.expired.Fast:0ms
durations.fst2.ingress.expired.Slow:0ms
durations.fst2.heightSensor.expected.Fast:589ms
durations.fst2.heightSensor.expected.Slow:2000ms
durations.fst2.heightSensor.expired.Fast:0ms
durations.fst2.heightSensor.expired.Slow:0ms
durations.fst2.sorting.distanceValid.Fast:702ms
durations.fst2.sorting.distanceValid.Slow:1978ms
durations.fst2.sorting.expected.Fast:1404ms
durations.fst2.sorting.expected.Slow:3957ms
durations.fst2.sorting.expired.Fast:0ms
durations.fst2.sorting.expired.Slow:0ms
[2025-01-27 10:13:16.775] [TRACE]    [FSMController] received PULSE_LBE_INTERRUPTED...1
[2025-01-27 10:13:17.698] [TRACE]    [FSMController] received PULSE_LBE_OPEN...1
[2025-01-27 10:13:19.452] [TRACE]    [Decoder] decode...
[2025-01-27 10:13:19.452] [TRACE]    [Decoder] LBF erkannt
[2025-01-27 10:13:19.453] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 10:13:19.453] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_SLOW
[2025-01-27 10:13:19.455] [TRACE]    [FSMController] received PULSE_LBF_INTERRUPTED LBF_1...0
