[2025-01-27 12:19:43.606] [INFO]     [Main] Application starting...
[2025-01-27 12:20:01.180] [TRACE]    [Decoder] LBR erkannt
[2025-01-27 12:20:01.180] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 12:20:01.181] [TRACE]    [FSMController] Sending pulse: PULSE_LY1_OFF
[2025-01-27 12:20:01.182] [TRACE]    [FSMController] received PULSE_LBR_OPEN...0
[2025-01-27 12:20:01.182] [TRACE]    [ActuatorController] 0: Festo 1 LED Yellow off...
[2025-01-27 12:20:07.274] [TRACE]    [Decoder] decode...
[2025-01-27 12:20:07.274] [TRACE]    [Decoder] current level: 0
[2025-01-27 12:20:07.275] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 12:20:07.275] [TRACE]    [FSMController] received PULSE_ESTOP_LOW...0
[2025-01-27 12:20:07.579] [TRACE]    [FSMController] received PULSE_ESTOP_LOW...1
[2025-01-27 12:20:08.332] [TRACE]    [Decoder] decode...
[2025-01-27 12:20:08.332] [TRACE]    [Decoder] current level: 0
[2025-01-27 12:20:08.333] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 12:20:08.333] [TRACE]    [FSMController] received PULSE_ESTOP_LOW...0
[2025-01-27 12:20:08.334] [TRACE]    [Decoder] decode...
[2025-01-27 12:20:08.335] [TRACE]    [Decoder] current level: 1
[2025-01-27 12:20:08.335] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 12:20:08.336] [TRACE]    [FSMController] received PULSE_ESTOP_HIGH...0
[2025-01-27 12:20:08.655] [TRACE]    [FSMController] Sending pulse: PULSE_LG1_OFF
[2025-01-27 12:20:08.656] [TRACE]    [FSMController] Sending pulse: PULSE_LY1_OFF
[2025-01-27 12:20:08.657] [TRACE]    [FSMController] Sending pulse: PULSE_LR1_OFF
[2025-01-27 12:20:08.657] [TRACE]    [ActuatorController] 0: Festo 1 LED Green off...
[2025-01-27 12:20:08.658] [TRACE]    [FSMController] Sending pulse: PULSE_LG2_OFF
[2025-01-27 12:20:08.658] [TRACE]    [ActuatorController] 0: Festo 1 LED Yellow off...
[2025-01-27 12:20:08.660] [TRACE]    [FSMController] Sending pulse: PULSE_LY2_OFF
[2025-01-27 12:20:08.660] [TRACE]    [ActuatorController] 0: Festo 1 LED Red off...
[2025-01-27 12:20:08.661] [TRACE]    [FSMController] Sending pulse: PULSE_LR2_OFF
[2025-01-27 12:20:08.662] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_STOP
[2025-01-27 12:20:08.663] [TRACE]    [PositionTracker.onMotorSlow] [FST2] Motor Slow
[2025-01-27 12:20:08.664] [TRACE]    [ActuatorController] [Festo1] Motor stop
[2025-01-27 12:20:08.664] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR2_STOP
[2025-01-27 12:20:08.665] [WARNING]  [PositionTracker.onSortingModuleResting] [FST1]
[2025-01-27 12:20:08.666] [TRACE]    [FSMController] Sending pulse: PULSE_SM1_RESTING
[2025-01-27 12:20:08.667] [WARNING]  [PositionTracker.onSortingModuleResting] [FST2]
[2025-01-27 12:20:08.667] [TRACE]    [ActuatorController] 0: Festo 1 SM Resting......
[2025-01-27 12:20:08.668] [TRACE]    [FSMController] Sending pulse: PULSE_SM2_RESTING
[2025-01-27 12:20:08.669] [TRACE]    [FSMController] Sending pulse: PULSE_BRSL1_OFF
[2025-01-27 12:20:08.669] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL1_OFF
[2025-01-27 12:20:08.670] [TRACE]    [ActuatorController] 0: Festo 1 BUTTON RESET LED OFF
[2025-01-27 12:20:08.670] [TRACE]    [FSMController] Sending pulse: PULSE_BRSL2_OFF
[2025-01-27 12:20:08.671] [TRACE]    [ActuatorController] 0: Festo 1 BUTTON START LED OFF
[2025-01-27 12:20:08.672] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL2_OFF
[2025-01-27 12:20:08.673] [TRACE]    [FSMController] Sending pulse: PULSE_Q11_OFF
[2025-01-27 12:20:08.674] [TRACE]    [FSMController] Sending pulse: PULSE_Q12_OFF
[2025-01-27 12:20:08.674] [TRACE]    [ActuatorController] 0: Festo 1 LED Q1 off......
[2025-01-27 12:20:08.675] [TRACE]    [FSMController] Sending pulse: PULSE_Q21_OFF
[2025-01-27 12:20:08.676] [TRACE]    [FSMController] Sending pulse: PULSE_Q22_OFF
[2025-01-27 12:20:08.676] [TRACE]    [ActuatorController] 0: Festo 1 LED Q2 off......
[2025-01-27 12:20:08.677] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL1_ON
[2025-01-27 12:20:08.678] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL2_ON
[2025-01-27 12:20:08.678] [TRACE]    [ActuatorController] 0: Festo 1 BUTTON START LED ON
[2025-01-27 12:20:08.680] [TRACE]    [FSMController] received PULSE_ESTOP_HIGH...1
[2025-01-27 12:20:08.680] [TRACE]    [FSMController] received PULSE_ESTOP_HIGH...1
[2025-01-27 12:20:13.312] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL1_OFF
[2025-01-27 12:20:13.313] [TRACE]    [FSMController] Sending pulse: PULSE_BGSL2_OFF
[2025-01-27 12:20:13.314] [TRACE]    [FSMController] Sending pulse: PULSE_LG1_BLINKING
[2025-01-27 12:20:13.315] [TRACE]    [ActuatorController] 0: Festo 1 BUTTON START LED OFF
[2025-01-27 12:20:13.315] [TRACE]    [FSMController] Sending pulse: PULSE_LG2_BLINKING
[2025-01-27 12:20:13.316] [TRACE]    [ActuatorController] 0: Festo 1 LED Green blinking(1000Hz)...
[2025-01-27 12:20:13.317] [TRACE]    [FSMController] received PULSE_BGS_LONG...1
[2025-01-27 12:20:17.138] [TRACE]    [Decoder] decode...
[2025-01-27 12:20:17.138] [TRACE]    [Decoder] LBF erkannt
[2025-01-27 12:20:17.139] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 12:20:17.139] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_SLOW
[2025-01-27 12:20:17.141] [TRACE]    [FSMController] received PULSE_LBF_INTERRUPTED LBF_1...0
[2025-01-27 12:20:17.141] [TRACE]    [ActuatorController] [Festo1] Motor slow
[2025-01-27 12:20:17.667] [TRACE]    [Decoder] decode...
[2025-01-27 12:20:17.668] [TRACE]    [Decoder] LBF erkannt
[2025-01-27 12:20:17.669] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 12:20:17.669] [TRACE]    [PositionTracker.onTimingLBF1toHS1] [FST1] Starting Timer
[2025-01-27 12:20:17.670] [TRACE]    [FSMController] received PULSE_LBF_OPEN...0
[2025-01-27 12:20:23.961] [TRACE]    [PositionTracker.onTimingLBF1toHS1] [FST1] Ending Timer: 6293
[2025-01-27 12:20:25.171] [TRACE]    [PositionTracker.onTimingHS1toLBM1] [FST1] Starting Timer
[2025-01-27 12:20:25.171] [DEBUG]    [FSMController] received Digit1...59
[2025-01-27 12:20:25.172] [DEBUG]    [FSMController] received AverageHeight...0
[2025-01-27 12:20:25.172] [TRACE]    [FSMController] received PULSE_HS1_SAMPLING_DONE...
[2025-01-27 12:20:28.392] [TRACE]    [Decoder] decode...
[2025-01-27 12:20:28.392] [TRACE]    [Decoder] LBM erkannt
[2025-01-27 12:20:28.393] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 12:20:28.393] [TRACE]    [PositionTracker.onTimingHS1toLBM1] [FST1] Ending Timer: 3222
[2025-01-27 12:20:28.395] [TRACE]    [FSMController] received PULSE_LBM_INTERRUPTED...0
[2025-01-27 12:20:29.917] [TRACE]    [Decoder] decode...
[2025-01-27 12:20:29.918] [TRACE]    [Decoder] LBM erkannt
[2025-01-27 12:20:29.918] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 12:20:29.919] [TRACE]    [PositionTracker.onTimingMS1toLBE1] [FST1] Starting Timer
[2025-01-27 12:20:29.920] [TRACE]    [FSMController] received PULSE_LBM_OPEN...0
[2025-01-27 12:20:35.694] [TRACE]    [Decoder] decode...
[2025-01-27 12:20:35.695] [TRACE]    [Decoder] LBE erkannt
[2025-01-27 12:20:35.696] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 12:20:35.696] [TRACE]    [PositionTracker.onMotorSlow] [FST2] Motor Slow
[2025-01-27 12:20:35.697] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR2_SLOW
[2025-01-27 12:20:35.698] [WARNING]  [PositionTracker.onSortingModuleResting] [FST1]
[2025-01-27 12:20:35.698] [TRACE]    [FSMController] Sending pulse: PULSE_SM1_RESTING
[2025-01-27 12:20:35.699] [TRACE]    [PositionTracker.onTimingMS1toLBE1] [FST1] Ending Timer: 5781
[2025-01-27 12:20:35.700] [TRACE]    [ActuatorController] 0: Festo 1 SM Resting......
[2025-01-27 12:20:35.701] [TRACE]    [FSMController] received PULSE_LBE_INTERRUPTED...0
[2025-01-27 12:20:36.828] [TRACE]    [Decoder] decode...
[2025-01-27 12:20:36.829] [TRACE]    [Decoder] LBE erkannt
[2025-01-27 12:20:36.830] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 12:20:36.830] [TRACE]    [PositionTracker.onTimingLBE1toLBF2] [FST1&2] Starting Timer
[2025-01-27 12:20:36.831] [TRACE]    [FSMController] received PULSE_LBE_OPEN...0
[2025-01-27 12:20:37.489] [TRACE]    [PositionTracker.onTimingLBE1toLBF2] [FST1&2] Ending Timer: 660
[2025-01-27 12:20:37.489] [TRACE]    [FSMController] received PULSE_LBF_INTERRUPTED LBF_1...1
[2025-01-27 12:20:38.508] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_STOP
[2025-01-27 12:20:38.509] [TRACE]    [PositionTracker.onTimingLBF2toHS2] [FST2] Starting Timer
[2025-01-27 12:20:38.509] [TRACE]    [FSMController] received PULSE_LBF_OPEN...1
[2025-01-27 12:20:38.510] [TRACE]    [ActuatorController] [Festo1] Motor stop
[2025-01-27 12:20:43.152] [TRACE]    [PositionTracker.onTimingLBF2toHS2] [FST2] Ending Timer: 4643
[2025-01-27 12:20:44.043] [TRACE]    [PositionTracker.onTimingHS2toMS2] [FST2] Starting Timer
[2025-01-27 12:20:44.043] [DEBUG]    [FSMController] received Digit2...53
[2025-01-27 12:20:44.044] [DEBUG]    [FSMController] received AverageHeight...0
[2025-01-27 12:20:44.045] [TRACE]    [FSMController] received PULSE_HS2_SAMPLING_DONE...
[2025-01-27 12:20:46.363] [TRACE]    [Timer] New Timer
[2025-01-27 12:20:46.363] [TRACE]    [Timer] Timer started
	Speed: fast
	Progress: 0%
	Time: 180000ms
	Pulse: 16
[2025-01-27 12:20:46.364] [TRACE]    [FSMController] Sending pulse: PULSE_SM2_ACTIVE
[2025-01-27 12:20:46.365] [TRACE]    [PositionTracker.onTimingHS2toMS2] [FST2] Ending Timer: 2322
[2025-01-27 12:20:46.366] [TRACE]    [FSMController] received PULSE_LBM_INTERRUPTED...1
[2025-01-27 12:20:47.367] [TRACE]    [PositionTracker.onTimingMS2toLBE2] [FST2] Starting Timer
[2025-01-27 12:20:47.367] [TRACE]    [FSMController] received PULSE_LBM_OPEN...1
[2025-01-27 12:20:51.584] [TRACE]    [PositionTracker.onMotorSlow] [FST2] Motor Slow
[2025-01-27 12:20:51.584] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR2_STOP
[2025-01-27 12:20:51.584] [TRACE]    [FSMController] Sending pulse: PULSE_SM2_RESTING
[2025-01-27 12:20:51.586] [TRACE]    [PositionTracker.onTimingMS2toLBE2] [FST2] Ending Timer: 4218
[2025-01-27 12:20:51.587] [WARNING]  [HIER] 
durations.fst1.ingress.distanceValid.Fast:0ms
durations.fst1.ingress.distanceValid.Slow:2959ms
durations.fst1.ingress.expected.Fast:0ms
durations.fst1.ingress.expected.Slow:5918ms
durations.fst1.ingress.expired.Fast:0ms
durations.fst1.ingress.expired.Slow:0ms
durations.fst1.heightSensor.expected.Fast:0ms
durations.fst1.heightSensor.expected.Slow:2847ms
durations.fst1.heightSensor.expired.Fast:0ms
durations.fst1.heightSensor.expired.Slow:0ms
durations.fst1.sorting.distanceValid.Fast:0ms
durations.fst1.sorting.distanceValid.Slow:2703ms
durations.fst1.sorting.expected.Fast:0ms
durations.fst1.sorting.expected.Slow:5406ms
durations.fst1.sorting.expired.Fast:0ms
durations.fst1.sorting.expired.Slow:0ms
durations.fst1.egress.expected.Fast:0ms
durations.fst1.egress.expected.Slow:100ms
durations.fst1.egress.expired.Fast:0ms
durations.fst1.egress.expired.Slow:0ms
durations.fst2.ingress.distanceValid.Fast:0ms
durations.fst2.ingress.distanceValid.Slow:0ms
durations.fst2.ingress.expected.Fast:0ms
durations.fst2.ingress.expected.Slow:4268ms
durations.fst2.ingress.expired.Fast:0ms
durations.fst2.ingress.expired.Slow:0ms
durations.fst2.heightSensor.expected.Fast:0ms
durations.fst2.heightSensor.expected.Slow:1947ms
durations.fst2.heightSensor.expired.Fast:0ms
durations.fst2.heightSensor.expired.Slow:0ms
durations.fst2.sorting.distanceValid.Fast:1500ms
durations.fst2.sorting.distanceValid.Slow:1921ms
durations.fst2.sorting.expected.Fast:0ms
durations.fst2.sorting.expected.Slow:3843ms
durations.fst2.sorting.expired.Fast:0ms
durations.fst2.sorting.expired.Slow:0ms
[2025-01-27 12:20:51.593] [TRACE]    [FSMController] received PULSE_LBE_INTERRUPTED...1
[2025-01-27 12:20:52.657] [TRACE]    [FSMController] received PULSE_LBE_OPEN...1
[2025-01-27 12:20:55.297] [TRACE]    [Decoder] decode...
[2025-01-27 12:20:55.297] [TRACE]    [Decoder] LBF erkannt
[2025-01-27 12:20:55.298] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 12:20:55.298] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_FAST
[2025-01-27 12:20:55.300] [TRACE]    [FSMController] received PULSE_LBF_INTERRUPTED LBF_1...0
[2025-01-27 12:20:55.300] [TRACE]    [ActuatorController] [Festo1] Motor fast
[2025-01-27 12:20:55.660] [TRACE]    [Decoder] decode...
[2025-01-27 12:20:55.661] [TRACE]    [Decoder] LBF erkannt
[2025-01-27 12:20:55.661] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 12:20:55.662] [TRACE]    [PositionTracker.onTimingLBF1toHS1] [FST1] Starting Timer
[2025-01-27 12:20:55.663] [TRACE]    [FSMController] received PULSE_LBF_OPEN...0
[2025-01-27 12:20:57.654] [TRACE]    [PositionTracker.onTimingLBF1toHS1] [FST1] Ending Timer: 1993
[2025-01-27 12:20:58.050] [TRACE]    [PositionTracker.onTimingHS1toLBM1] [FST1] Starting Timer
[2025-01-27 12:20:58.050] [DEBUG]    [FSMController] received Digit1...59
[2025-01-27 12:20:58.051] [DEBUG]    [FSMController] received AverageHeight...0
[2025-01-27 12:20:58.051] [TRACE]    [FSMController] received PULSE_HS1_SAMPLING_DONE...
[2025-01-27 12:20:59.068] [TRACE]    [Decoder] decode...
[2025-01-27 12:20:59.069] [TRACE]    [Decoder] LBM erkannt
[2025-01-27 12:20:59.069] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 12:20:59.070] [TRACE]    [PositionTracker.onTimingHS1toLBM1] [FST1] Ending Timer: 1019
[2025-01-27 12:20:59.071] [TRACE]    [FSMController] received PULSE_LBM_INTERRUPTED...0
[2025-01-27 12:20:59.554] [TRACE]    [Decoder] decode...
[2025-01-27 12:20:59.554] [TRACE]    [Decoder] LBM erkannt
[2025-01-27 12:20:59.554] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 12:20:59.555] [TRACE]    [PositionTracker.onTimingMS1toLBE1] [FST1] Starting Timer
[2025-01-27 12:20:59.556] [TRACE]    [FSMController] received PULSE_LBM_OPEN...0
[2025-01-27 12:21:01.385] [TRACE]    [Decoder] decode...
[2025-01-27 12:21:01.386] [TRACE]    [Decoder] LBE erkannt
[2025-01-27 12:21:01.386] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 12:21:01.387] [TRACE]    [PositionTracker.onMotorSlow] [FST2] Motor Slow
[2025-01-27 12:21:01.388] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR2_FAST
[2025-01-27 12:21:01.389] [WARNING]  [PositionTracker.onSortingModuleResting] [FST1]
[2025-01-27 12:21:01.389] [TRACE]    [FSMController] Sending pulse: PULSE_SM1_RESTING
[2025-01-27 12:21:01.390] [TRACE]    [PositionTracker.onTimingMS1toLBE1] [FST1] Ending Timer: 1836
[2025-01-27 12:21:01.391] [TRACE]    [ActuatorController] 0: Festo 1 SM Resting......
[2025-01-27 12:21:01.391] [TRACE]    [FSMController] received PULSE_LBE_INTERRUPTED...0
[2025-01-27 12:21:01.740] [TRACE]    [Decoder] decode...
[2025-01-27 12:21:01.741] [TRACE]    [Decoder] LBE erkannt
[2025-01-27 12:21:01.741] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2025-01-27 12:21:01.742] [TRACE]    [PositionTracker.onTimingLBE1toLBF2] [FST1&2] Starting Timer
[2025-01-27 12:21:01.743] [TRACE]    [FSMController] received PULSE_LBE_OPEN...0
[2025-01-27 12:21:01.970] [TRACE]    [PositionTracker.onTimingLBE1toLBF2] [FST1&2] Ending Timer: 229
[2025-01-27 12:21:01.971] [TRACE]    [FSMController] received PULSE_LBF_INTERRUPTED LBF_1...1
[2025-01-27 12:21:02.394] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR1_STOP
[2025-01-27 12:21:02.395] [TRACE]    [PositionTracker.onTimingLBF2toHS2] [FST2] Starting Timer
[2025-01-27 12:21:02.396] [TRACE]    [FSMController] received PULSE_LBF_OPEN...1
[2025-01-27 12:21:02.396] [TRACE]    [ActuatorController] [Festo1] Motor stop
[2025-01-27 12:21:04.327] [TRACE]    [PositionTracker.onTimingLBF2toHS2] [FST2] Ending Timer: 1932
[2025-01-27 12:21:04.327] [TRACE]    [PositionTracker.onTimingLBF2toHS2] [FST2]: 1557
[2025-01-27 12:21:04.701] [TRACE]    [PositionTracker.onTimingLBF2toHS2] [FST2] Starting Timer
[2025-01-27 12:21:04.701] [DEBUG]    [FSMController] received Digit2...53
[2025-01-27 12:21:04.701] [DEBUG]    [FSMController] received AverageHeight...0
[2025-01-27 12:21:04.702] [TRACE]    [FSMController] received PULSE_HS2_SAMPLING_DONE...
[2025-01-27 12:21:05.665] [TRACE]    [Timer] New Timer
[2025-01-27 12:21:05.666] [TRACE]    [Timer] Timer started
	Speed: fast
	Progress: 0%
	Time: 180000ms
	Pulse: 16
[2025-01-27 12:21:05.667] [TRACE]    [FSMController] Sending pulse: PULSE_SM2_ACTIVE
[2025-01-27 12:21:05.668] [TRACE]    [PositionTracker.onTimingHS2toMS2] [FST2] Ending Timer: 966
[2025-01-27 12:21:05.669] [TRACE]    [FSMController] received PULSE_LBM_INTERRUPTED...1
[2025-01-27 12:21:06.125] [TRACE]    [PositionTracker.onTimingMS2toLBE2] [FST2] Starting Timer
[2025-01-27 12:21:06.126] [TRACE]    [FSMController] received PULSE_LBM_OPEN...1
[2025-01-27 12:21:07.879] [TRACE]    [PositionTracker.onMotorSlow] [FST2] Motor Slow
[2025-01-27 12:21:07.879] [TRACE]    [FSMController] Sending pulse: PULSE_MOTOR2_STOP
[2025-01-27 12:21:07.880] [TRACE]    [FSMController] Sending pulse: PULSE_SM2_RESTING
[2025-01-27 12:21:07.882] [TRACE]    [PositionTracker.onTimingMS2toLBE2] [FST2] Ending Timer: 1756
[2025-01-27 12:21:07.883] [WARNING]  [HIER] 
durations.fst1.ingress.distanceValid.Fast:809ms
durations.fst1.ingress.distanceValid.Slow:2959ms
durations.fst1.ingress.expected.Fast:1618ms
durations.fst1.ingress.expected.Slow:5918ms
durations.fst1.ingress.expired.Fast:0ms
durations.fst1.ingress.expired.Slow:0ms
durations.fst1.heightSensor.expected.Fast:644ms
durations.fst1.heightSensor.expected.Slow:2847ms
durations.fst1.heightSensor.expired.Fast:0ms
durations.fst1.heightSensor.expired.Slow:0ms
durations.fst1.sorting.distanceValid.Fast:730ms
durations.fst1.sorting.distanceValid.Slow:2703ms
durations.fst1.sorting.expected.Fast:1461ms
durations.fst1.sorting.expected.Slow:5406ms
durations.fst1.sorting.expired.Fast:0ms
durations.fst1.sorting.expired.Slow:0ms
durations.fst1.egress.expected.Fast:50ms
durations.fst1.egress.expected.Slow:100ms
durations.fst1.egress.expired.Fast:0ms
durations.fst1.egress.expired.Slow:0ms
durations.fst2.ingress.distanceValid.Fast:0ms
durations.fst2.ingress.distanceValid.Slow:0ms
durations.fst2.ingress.expected.Fast:1557ms
durations.fst2.ingress.expected.Slow:4268ms
durations.fst2.ingress.expired.Fast:0ms
durations.fst2.ingress.expired.Slow:0ms
durations.fst2.heightSensor.expected.Fast:591ms
durations.fst2.heightSensor.expected.Slow:1947ms
durations.fst2.heightSensor.expired.Fast:0ms
durations.fst2.heightSensor.expired.Slow:0ms
durations.fst2.sorting.distanceValid.Fast:690ms
durations.fst2.sorting.distanceValid.Slow:1921ms
durations.fst2.sorting.expected.Fast:1381ms
durations.fst2.sorting.expected.Slow:3843ms
durations.fst2.sorting.expired.Fast:0ms
durations.fst2.sorting.expired.Slow:0ms
[2025-01-27 12:21:07.889] [TRACE]    [FSMController] received PULSE_LBE_INTERRUPTED...1
[2025-01-27 12:21:08.833] [TRACE]    [FSMController] received PULSE_LBE_OPEN...1
[2025-01-27 12:21:13.178] [TRACE]    [Decoder] decode...
